,GeneID,Obs.Log.Mean,Mean.log10,Obs.Log.Std.Dev,log10.Std.Dev
281,YBR079C,1.9849161400981885,0.483525097370148,0.0408062077078607,0.0307993686835301
282,YBR080C,1.7366237470200658,0.0888107344508171,0.0501912382787986,0.062173004740397
283,YBR081C,0.9002023356962097,-0.535032093524933,0.0397155905321812,0.204486975835719
284,YBR082C,2.84627435363834,0.42755126953125,0.0511445408682761,0.0848109274764447
285,YBR083W,1.8661928287145797,-0.810880482196808,0.1975758002205397,0.331760745092268
286,YBR084C-A,3.2081589527458694,0.899347066879272,0.0227129612856656,0.0525531258958539
287,YBR084W,1.5208828552982974,0.16917385160923,0.0588446305596717,0.0464776227558872
288,YBR085C-A,2.9022824187714384,-0.0555881895124912,0.2090473204293189,0.321511768272513
289,YBR085W,0.9472384148952324,0.107715852558613,0.0377165764055478,0.0957990185403373
290,YBR086C,1.879522128167043,0.0038715049158781,0.0897427578767816,0.0704003884131211
291,YBR087W,1.666698148680818,-0.223982140421867,0.0303425577127947,0.191697424687343
292,YBR088C,1.8355540108095625,0.237601354718208,0.1160093264990196,0.0876834626677135
293,YBR089C-A,2.4091618732944493,0.262197732925415,0.087887891761309,0.142487575570776
294,YBR090C,1.886735258141771,-0.724275171756744,0.041301282860353,0.368919185038426
295,YBR091C,1.6879823869241797,-1.04331719875336,0.0625393954891537,0.354800990932838
296,YBR092C,1.895978192427462,0.511342227458954,0.1184503745562446,0.0416491393698495
297,YBR093C,1.3993067658607563,0.668704688549042,0.0917117938210452,0.0359338764380055
298,YBR094W,1.1782460723023065,-0.107199028134346,0.040725083168331,0.103640090141889
299,YBR095C,1.2948460816137108,-0.220499232411385,0.1021288308169983,0.170695227651991
300,YBR096W,2.4881620969783844,0.147067248821259,0.0243590592793362,0.116915498413078
301,YBR097W,0.8361601085066411,-0.450321614742279,0.1038845030677599,0.15229767322654
302,YBR098W,0.7555306358581251,-1.22593998908997,0.2695284509428992,0.32135405651237
303,YBR101C,2.245657754812969,-0.292673587799072,0.0412958667073669,0.257318196235263
304,YBR102C,1.071765825081596,-0.390934497117996,0.0303004708349118,0.188184858316905
305,YBR103W,1.1490060634273,-0.867295920848846,0.0653988237523522,0.330764474510965
306,YBR104W,1.6608624956167355,-0.411529123783112,0.0818735821869625,0.265442631330803
307,YBR105C,1.7677985351911356,-0.689727485179901,0.1292111584564952,0.333910392910466
308,YBR106W,3.0288979484720358,0.696572840213776,0.0029352390221553,0.0563872338011487
309,YBR107C,1.5252803897117015,-0.763212621212006,0.0965377893302881,0.349529470337731
310,YBR108W,0.9687377208720076,-0.613396406173706,0.1645956051163474,0.245721095872859
311,YBR109C,2.817733448711996,0.0766301527619362,0.0242911183814617,0.191597823204704
312,YBR110W,1.8490012056756369,-0.502112865447998,0.0638053157150574,0.274912520604776
313,YBR111C,2.1666641602131773,0.23348394036293,0.0289492409451446,0.0898766612849737
314,YBR111W-A,2.0053853333857448,-0.678580462932587,0.0436611936469414,0.387293532956808
315,YBR112C,1.2791482675765162,-0.0741923153400421,0.1594685613839247,0.0827220457605439
316,YBR114W,0.9596323934805404,-0.126952394843102,0.0932499203387086,0.0987110252742279
317,YBR115C,1.5963605105358276,0.196609064936638,0.1259605626678815,0.0381308803948105
318,YBR117C,0.8537274256544972,-0.0205621924251318,0.2312610417209235,0.0834535635440448
319,YBR118W,3.9613875622465264,1.05282306671143,0.0322433802117244,0.0362651550305866
320,YBR119W,1.3778055620494476,-0.793050646781921,0.0325463825076503,0.343258072249035
321,YBR120C,1.39344803532036,-0.666043043136597,0.075928249234317,0.359279910236803
322,YBR121C,2.442851167002065,0.535074532032013,0.0502707787641547,0.03377039261266
